108
#comment initial random config
C 9.009800241222756 3.5052156079921395 6.241569991813984
C 6.773941943610293 15.36537581842255 2.1193844348138406
C 15.657791798872493 2.9353684831534026 13.946990059717551
C 2.09866923683517 8.340046397609804 8.85716790696289
C 1.7427673326538538 7.922929698277884 3.327573393511037
C 7.9877280195097935 8.902849172194028 0.08029532768004152
C 16.060320997519625 4.351326030654482 17.345796158192044
C 4.225479637643269 6.0331644961918345 5.371840295038606
C 9.891343438478271 17.40827681776199 15.128260243349867
C 14.626416019037482 14.110459757078086 10.006577100777886
C 14.980638044034077 16.12429758998871 2.5019066423674086
C 9.722618776126824 6.012389146831121 1.6863566034712039
C 1.6914804022589685 17.14698728794098 14.235116463338528
C 16.808232083361453 9.747488059386946 9.76069417338785
C 4.04553779196488 13.047607552837256 3.2220794315359957
C 17.24427853271018 16.52253659337033 5.920956388541082
C 3.5147239362183185 11.740317420479345 9.205975429293511
C 5.741374803524577 9.285452860435392 11.687628980019594
C 1.891972379814639 4.524684547799988 1.748934025654558
C 17.47810797857833 8.71156746685201 6.217415134746183
C 12.465524996134048 4.505588181666385 6.937870017355544
C 1.5549686457033716 5.993257529104636 14.699704796308843
C 16.852008569822008 11.585029916080236 14.8134711219976
C 13.692303247468116 3.4433128541680538 2.0609882116793243
C 16.291063404765328 17.560975772077004 11.190439043321152
C 6.576548499278414 12.53261796327995 5.848222852864989
C 8.716959472327126 11.576388749586902 12.028993720528634
C 15.203462729080478 6.650357768917922 8.325587854428553
C 15.587490888742034 11.49872234379731 3.5008830650937095
C 2.157973395058721 12.916467694267492 13.524481613987492
C 1.7736477236596861 2.44289239278287 11.464521650834051
C 16.56483116348582 15.173053552030801 13.988460104037458
C 2.084854282425116 14.758854098887637 7.623839355977033
C 13.51478830390666 8.672285249324279 10.982891635147757
C 6.866813966387052 4.309724301325306 3.4157578513131788
C 12.343365016597007 9.197860805010954 5.88617442298174
C 17.559997956820045 5.695950289597037 11.037281321390704
C 0.10556440883474418 14.223325570442691 3.192584632845804
C 8.68188566346923 5.8953914880981815 16.091537202552423
C 8.0283563250931 0.8973879751239923 17.963400040323137
C 2.508087943325622 9.331246060469837 18.01534670540428
C 5.797541499308886 3.804456270928039 9.135123220686268
C 7.45389961242104 11.671583066747719 2.4174584908278383
C 1.1590751259250658 3.2635183358748368 5.130222680159135
C 6.414848491949869 16.92034887503227 13.10993436047148
C 12.214236815823664 15.693454438346496 4.910780577744276
C 4.418295839163968 9.60321465348798 6.28181305909406
C 5.545661563519988 4.8764140871516295 14.4816554816771
C 7.879753309812363 14.070598033995429 8.834793062895562
C 13.00316722462096 15.49889205638991 14.855296903995466
C 11.306297124868156 2.9684465705800167 12.510491306270827
C 6.075898546095896 11.547454069315643 14.562770334413008
